long,lat,state
-94.0609,43.044,9
-97.6269,47.9091,25
-112.0046,42.1873,10
-93.6428,42.4784,9
-84.2857,41.9786,19
-91.3028,38.8546,21
-85.8763,31.0437,0
-91.9936,41.1855,9
-80.6347,36.4966,24
-73.9333,41.0289,31
-76.9337,40.3377,35
-83.6939,36.1478,39
-73.9655,41.5036,31
-78.9014,38.0674,42
-90.1591,32.2309,22
-94.7877,36.5928,33
-84.9745,43.7014,19
-83.1926,36.8645,14
-85.3722,38.117,14
-104.3739,32.1767,29
-89.3771,31.3372,22
-86.3319,33.2621,0
-118.2683,33.9057,3
-87.2452,37.8183,14
-94.0269,31.0789,40
-96.8703,35.895,33
-97.6498,32.7548,40
-101.7817,35.057,40
-118.3368,46.0671,44
-100.6095,48.4973,25
-84.1644,33.7394,8
-103.5201,31.3971,40
-95.7089,36.4438,33
-87.366,44.8228,45
-114.1005,47.5287,23
-87.9071,32.9938,0
-81.173,41.5465,32
-82.3948,27.4185,7
-88.9424,42.8838,45
-72.7915,40.8574,31
-81.8578,37.7656,46
-85.1413,35.2027,39
-113.1433,48.5976,23
-83.1685,42.4816,19
-92.5258,31.047,15
-78.6684,35.407,24
-106.5753,37.6783,4
-88.1926,41.1819,11
-102.2801,37.386,4
-119.3188,36.6211,3
-98.581,26.2811,40
-96.3384,36.2056,33
-74.5502,39.4688,28
-86.265,33.1948,0
-75.3561,39.6969,28
-96.0504,44.929,20
-91.9604,40.7347,9
-94.3368,32.1526,40
-90.5627,41.4006,11
-84.2275,39.1755,32
-82.5415,40.0521,32
-106.2019,41.8995,47
-94.418,31.1584,40
-98.4491,40.1714,26
-97.2707,32.8176,40
-94.6307,43.5329,20
-97.7723,32.7536,40
-82.5994,31.8651,8
-76.5611,39.857,35
-77.2999,39.9233,35
-76.9075,38.8765,17
-74.9374,39.7915,28
-76.7692,35.1474,24
-74.0128,40.2018,28
-108.3028,32.7099,29
-77.6162,43.168,31
-116.5723,47.3146,10
-80.3458,40.9956,35
-96.4669,30.718,40
-77.5437,39.7455,35
-92.6363,32.5328,15
-93.0456,31.6743,15
-96.8497,44.8775,38
-83.0751,34.5363,37
-88.7411,39.6443,11
-122.8812,44.7098,34
-78.1472,34.0699,24
-108.7641,35.5699,29
-90.4018,45.6958,45
-94.9405,29.4902,40
-95.3999,37.558,13
-75.6599,40.2367,35
-86.3403,41.9474,19
-96.9686,47.1445,25
-81.422,33.4018,37
-116.9518,40.6299,30
-111.0558,45.6833,23
-101.9385,40.0122,26
-121.7607,37.6868,3
-82.625,33.1534,8
-79.0147,43.0921,31
-70.2715,43.6773,18
-77.7773,42.4618,31
-84.8462,43.1815,19
-93.6618,45.2364,20
-95.3324,39.0642,13
-83.888,41.5839,32
-74.4666,42.1308,31
-122.3671,38.3963,3
-123.7791,47.0587,44
-79.0352,43.1372,31
-93.8029,39.9749,21
-77.1371,38.5988,17
-78.8413,38.1618,42
-122.3436,47.4342,44
-97.7694,37.4432,13
-123.016,43.9212,34
-74.3668,41.4765,31
-123.3494,39.4047,3
-72.628,40.8202,31
-107.1661,39.4063,4
-96.8725,46.471,25
-92.0823,46.6941,45
-79.061,40.1635,35
-76.9184,41.2472,35
-96.2209,34.5323,33
-84.145,38.304,14
-81.5936,29.5015,7
-98.0776,32.8169,40
-92.7881,41.8789,9
-77.9061,38.0068,42
-85.7256,44.2492,19
-84.3703,33.9366,8
-81.6218,35.0846,37
-109.609,37.21,41
-94.6986,43.8503,20
-91.9957,42.7683,9
-83.9531,40.554,32
-96.576,45.9248,38
-121.6704,39.8952,3
-81.8078,33.5646,37
-103.0513,34.3897,29
-82.4712,32.8816,8
-96.5815,36.0827,33
-85.9904,39.8674,12
-91.7788,45.6078,45
-90.5445,32.6719,22
-85.727,38.205,14
-104.9476,44.2645,47
-98.4837,43.7155,38
-86.7292,38.9305,12
-118.0407,33.8504,3
-122.4814,37.6916,3
-103.5171,41.7819,26
-88.5158,40.746,11
-79.6847,41.4704,35
-86.5251,40.5269,12
-98.3684,48.3036,25
-87.6919,38.2718,12
-89.0699,42.8385,45
-88.1449,35.872,39
-117.6285,33.7482,3
-81.0907,34.3718,37
-91.7507,40.9936,9
-122.4233,47.0979,44
-122.9175,46.9891,44
-84.2925,37.7307,14
-98.8521,29.0619,40
-112.0976,45.8709,23
-103.6381,44.4617,38
-98.0922,37.9666,13
-116.5889,33.0735,3
-73.6809,40.7592,31
-112.2276,48.7167,23
-106.7333,35.6066,29
-79.9126,39.7921,35
-94.2626,38.902,21
-85.6296,38.2793,14
-84.5067,37.4627,14
-90.6055,41.2594,11
-81.4648,37.3598,46
-88.3075,31.8663,0
-94.8456,37.5094,13
-83.727,40.8995,32
-81.1435,34.0475,37
-83.4121,41.16,32
-94.9465,32.5426,40
-86.428,41.5324,12
-76.0787,38.5515,17
-95.7914,41.6454,9
-94.67,35.5043,33
-83.7786,38.9401,32
-75.611,38.6538,6
-82.1132,31.4088,8
-80.125,25.8787,7
-90.0276,36.3299,21
-119.8483,39.5497,30
-79.3774,36.6958,42
-78.7071,40.6048,35
-84.1292,41.2493,32
-110.5048,36.0309,2
-81.2391,34.7023,37
-90.2704,43.7419,45
-77.0573,39.0492,17
-100.5343,47.9509,25
-95.7433,37.6269,13
-76.2449,40.7814,35
-92.5794,34.7003,1
-100.9079,35.0348,40
-98.0559,26.1468,40
-98.5587,40.4697,26
-93.3649,44.9488,20
-88.4786,36.3783,39
-98.2927,29.6379,40
-121.1807,44.3533,34
-98.9747,42.5309,26
-77.3459,38.6473,42
-96.224,37.7191,13
-86.8874,30.383,7
-73.6441,44.6977,31
-94.9439,32.4502,40
-82.8089,32.9827,8
-104.9942,39.6468,4
-87.5066,37.2754,14
-86.1924,40.5766,12
-87.847,41.8245,11
-109.0548,44.5213,47
-71.4394,43.8085,27
-74.5978,41.761,31
-78.7755,36.5463,42
-91.2824,43.6993,20
-97.7766,27.9772,40
-97.848,37.4572,13
-80.3148,40.767,35
-122.8179,42.6117,34
-73.6832,43.335,31
-84.6625,32.0885,8
-89.7555,37.2217,21
-83.6181,42.9258,19
-71.984,41.9226,5
-74.9613,39.8989,28
-120.972,37.6337,3
-85.3761,40.964,12
-89.1183,36.0976,39
-87.0737,31.1113,0
-85.2389,34.8147,8
-88.9861,35.7768,39
-75.3488,39.9023,35
-97.7317,31.4445,40
-82.8957,41.4308,32
-87.6241,34.8739,0
-84.5251,41.9707,19
-101.206,30.7074,40
-76.4164,41.0055,35
-114.8319,47.1472,23
-101.7741,34.5374,40
-80.3848,27.5805,7
-93.35,40.1972,21
-90.2921,38.7083,21
-90.8009,35.9111,1
-74.2084,40.8705,28
-98.5795,35.5483,33
-117.6386,37.7578,30
-94.8825,35.9202,33
-96.4372,45.5686,20
-95.3528,42.0162,9
-87.7147,38.044,12
-86.6412,34.6981,0
-86.8802,34.6257,0
-87.9008,42.0345,11
-75.4862,39.8056,6
-98.2619,31.8241,40
-122.2715,41.2317,3
-82.9116,36.7091,42
-117.1097,44.8781,34
-81.8046,38.0631,46
-84.3888,39.2153,32
-90.6269,43.8342,45
-97.7373,26.105,40
-79.8489,40.1878,35
-94.1416,39.8699,21
-113.3675,43.7344,10
-80.4819,27.7822,7
-82.6779,38.5323,32
-94.8378,36.1974,33
-76.6121,40.9615,35
-81.3887,41.4319,32
-95.5047,35.3572,33
-86.626,39.9286,12
-89.1791,42.1055,11
-78.0997,40.5583,35
-114.9204,35.4555,30
-100.2462,35.2154,40
-100.3038,34.0144,40
-77.273,40.6381,35
-92.5685,36.7857,21
-97.7209,33.6653,40
-93.6911,41.8807,9
-119.445,36.4805,3
-97.427,38.1401,13
-97.2931,38.6866,13
-95.9794,31.2583,40
-76.6581,40.0915,35
-89.4529,32.6749,22
-89.8018,44.4972,45
-87.6812,44.0991,45
-90.9138,41.6011,9
-77.9986,38.0212,42
-119.5938,34.4244,3
-81.207,41.5798,32
-87.8859,41.7333,11
-90.4531,31.1847,22
-81.4622,31.2113,8
-71.5311,44.9907,27
-94.2214,43.1992,9
-94.5194,44.9434,20
-91.8364,37.3398,21
-98.5305,34.7789,33
-85.5603,34.2665,0
-88.5292,31.5424,22
-101.278,48.2375,25
-75.3226,42.4693,31
-78.4757,43.2117,31
-86.3031,44.2197,19
-107.293,39.5597,4
-120.3163,36.5001,3
-78.393,40.4311,35
-72.7395,40.9582,31
-88.3692,45.0007,45
-93.461,41.0322,9
-82.425,40.0706,32
-75.1988,39.8515,28
-74.2776,40.8389,28
-113.4878,37.1303,41
-88.1781,39.4842,11
-81.8921,40.1851,32
-93.4175,37.6059,21
-91.77,38.6763,21
-122.1526,38.0725,3
-83.2659,41.6607,32
-90.4341,41.6258,9
-70.9428,41.6697,16
-122.87,44.8462,34
-97.5526,32.9882,40
-88.9236,34.9497,22
-111.9467,48.1741,23
-84.58,33.6273,8
-73.1945,40.7836,31
-97.7296,26.2009,40
-108.2003,36.8952,29
-81.059,41.3722,32
-90.1765,42.0666,9
-80.3052,40.2957,35
-75.2739,43.1124,31
-80.2981,38.4849,46
-94.7053,35.7744,33
-123.0403,42.2314,34
-74.9663,39.6305,28
-81.5496,41.4744,32
-84.4876,43.9837,19
-105.5667,37.2086,4
-95.3461,29.2274,40
-80.592,41.051,32
-74.0594,40.858,28
-85.5764,32.7333,0
-102.2712,39.3042,4
-84.0922,31.0714,8
-79.7246,39.8993,35
-97.0434,35.3842,33
-87.9696,36.0163,39
-97.7798,43.6541,38
-90.4582,38.1347,21
-84.637,39.1267,32
-97.2591,37.6856,13
-78.9112,40.4794,35
-75.3749,38.3299,17
-92.48,39.8986,21
-76.8394,40.2901,35
-90.0562,38.3764,11
-72.9071,40.957,31
-80.7785,41.2088,32
-90.6337,29.8606,15
-78.7186,34.7396,24
-122.2827,47.0322,44
-87.4842,37.0477,14
-78.3891,43.3213,31
-95.6358,29.5935,40
-84.6122,38.8645,14
-75.3796,39.8562,35
-82.8544,31.5065,8
-95.9947,41.5601,9
-75.7802,41.0566,35
-90.4141,29.9641,15
-83.4938,35.725,39
-74.5661,40.5011,28
-124.1721,47.1205,44
-96.5465,28.5568,40
-120.186,45.2366,34
-85.896,39.7256,12
-79.8533,40.4023,35
-83.7453,40.509,32
-116.5107,32.8415,3
-95.9317,39.6641,13
-124.1733,43.5795,34
-94.1348,29.8641,40
-91.2419,46.8422,45
-85.287,40.5498,12
-75.5309,40.7549,35
-77.0956,37.034,42
-78.7014,40.3242,35
-93.0124,30.8401,15
-86.8003,38.7221,12
-88.3638,35.1104,39
-96.0578,39.3071,13
-90.7232,33.7805,22
-75.6864,40.8369,35
-92.5816,42.7126,9
-122.2201,38.0519,3
-90.3566,41.5162,11
-76.478,39.4068,17
-106.9348,39.6287,4
-79.8479,34.7201,37
-98.1254,46.0082,25
-114.0551,48.0852,23
-99.8934,47.8594,25
-94.54,42.5287,9
-92.7443,33.6084,1
-85.5748,38.2783,14
-85.8465,30.7697,7
-72.209,44.9372,43
-107.7754,38.1994,4
-106.9065,34.0543,29
-73.3831,41.3067,5
-105.0594,38.9985,4
-75.864,38.6268,17
-99.0932,27.4516,40
-89.6572,32.3455,22
-80.4254,27.712,7
-99.534,39.9462,13
-97.4408,35.4483,33
-77.2013,36.7093,42
-83.0388,29.146,7
-76.68,39.0144,17
-96.667,33.2016,40
-74.7175,40.5043,28
-110.1018,34.4393,2
-99.5092,45.0608,38
-90.3805,41.1915,11
-74.1177,40.9359,28
-84.1091,35.9778,39
-92.3068,38.6974,21
-93.363,35.378,1
-106.7948,41.2088,47
-88.5139,37.7653,11
-80.3417,27.4967,7
-86.2385,39.208,12
-78.246,40.6764,35
-83.1782,42.2802,19
-110.5696,34.4141,2
-92.1981,32.5379,15
-95.0312,40.5806,9
-106.6221,32.069,29
-72.5947,42.4795,16
-74.0293,40.8751,28
-88.9125,44.8156,45
-88.9965,39.7117,11
-80.8569,39.6635,46
-110.7478,31.5436,2
-97.037,35.3048,33
-100.9116,32.7133,40
-84.1782,40.4587,32
-88.3836,42.3954,11
-108.3573,39.1084,4
-75.1793,40.1778,35
-75.6347,40.5394,35
-94.1242,47.1679,20
-92.2958,44.2448,20
-103.4618,48.2521,25
-78.9812,36.3879,24
-91.0154,38.5515,21
-77.7135,42.7756,31
-79.8967,38.7968,46
-77.006,40.2115,35
-90.4333,43.1872,45
-91.1683,40.4695,11
-94.1304,35.8008,1
-75.0813,39.9023,28
-75.2283,40.0116,35
-99.1944,48.2686,25
-97.4365,26.5623,40
-79.0809,42.595,31
-121.7493,39.1556,3
-79.8907,40.3508,35
-90.8208,34.6575,1
-85.4937,31.3157,0
-71.059,42.4556,16
-117.5286,45.5704,34
-77.0055,38.8052,17
-88.9814,44.8627,45
-91.3586,37.1509,21
-89.4599,43.7653,45
-83.244,33.0523,8
-81.5063,32.5887,8
-83.7391,30.8933,8
-82.0207,34.5022,37
-81.3027,35.4214,24
-86.8711,36.4949,39
-96.2664,42.811,9
-97.3443,37.6895,13
-90.543,34.2169,22
-86.693,41.4784,12
-82.592,32.5306,8
-76.0809,40.2287,35
-90.7831,29.678,15
-101.7478,48.317,25
-90.1331,40.9635,11
-91.8712,42.0929,9
-98.6075,43.4288,38
-92.5337,44.6012,45
-84.1757,42.4483,19
-88.5983,42.4956,45
-87.4958,32.449,0
-83.6779,40.3387,32
-82.2293,27.9193,7
-112.3201,41.6815,41
-90.5555,46.5209,45
-75.9494,41.1885,35
-79.3214,34.0942,37
-85.9657,41.7478,12
-97.7425,48.391,25
-112.1627,33.2731,2
-82.4846,36.9326,42
-117.8093,35.0474,3
-122.0368,37.8867,3
-75.3407,40.244,35
-77.2659,39.2246,17
-85.6109,31.7085,0
-90.6752,40.5574,11
-120.9538,38.2442,3
-98.0164,33.6335,40
-82.5535,38.3961,46
-80.2367,25.8571,7
-100.9985,41.1602,26
-87.5268,34.8607,0
-77.4573,39.6994,17
-85.962,44.2179,19
-93.1337,39.5907,21
-100.4504,31.4424,40
-123.3559,44.3654,34
-121.1374,35.6182,3
-75.3903,38.1729,17
-106.6909,35.7732,29
-83.0971,35.1066,24
-98.9677,41.2766,26
-89.4993,43.2497,45
-105.1588,39.934,4
-91.5464,33.1212,1
-90.349,38.7013,21
-87.1613,30.5828,7
-90.751,29.6243,15
-112.07,47.0059,23
-95.7677,32.8766,40
-93.1505,45.1409,20
-98.5728,29.0373,40
-96.1733,42.781,9
-80.2221,33.7547,37
-81.4616,37.2395,42
-85.9117,35.6048,39
-118.8171,35.3807,3
-111.9004,33.1413,2
-77.1136,36.228,24
-122.2405,40.6999,3
-88.4249,41.0983,11
-84.9444,34.2319,8
-96.2731,33.5793,40
-89.9288,30.0687,15
-82.928,32.536,8
-94.2983,46.5875,20
-74.9636,43.0316,31
-73.2671,41.3589,5
-87.759,38.7096,11
-121.2264,37.7927,3
-90.759,43.4485,45
-84.4135,30.6298,7
-79.3977,40.264,35
-75.174,39.5919,28
-75.8089,37.5176,42
-80.0796,26.2837,7
-88.3466,43.8377,45
-95.01,38.089,13
-87.1616,46.0686,19
-98.6391,26.3348,40
-89.1304,43.6935,45
-88.3723,38.3798,11
-86.331,34.6601,0
-76.4876,42.468,31
-85.9627,41.6916,12
-75.6054,37.7671,42
-89.9132,34.0576,22
-80.6528,35.1783,24
-120.8846,35.4375,3
-90.167,37.4287,21
-84.0573,39.8112,32
-104.051,47.852,23
-96.3807,30.665,40
-94.4932,31.8252,40
-99.7697,37.1867,13
-93.1038,41.5189,9
-93.2914,45.8768,20
-74.8386,40.2408,35
-112.7747,33.3346,2
-96.4381,33.0252,40
-80.0055,32.9927,37
-96.7295,40.3781,26
-109.8691,36.4106,2
-74.1706,41.1263,31
-94.071,36.398,1
-83.2371,40.1503,32
-82.6126,43.6599,19
-94.3394,38.2598,21
-102.3965,37.5606,4
-87.9565,41.3516,11
-101.7251,40.0436,26
-116.4744,32.6394,3
-110.2599,34.3207,2
-96.2977,42.6212,9
-88.3226,31.2198,0
-98.6903,48.9729,25
-112.0799,46.5456,23
-90.6028,38.2535,21
-97.4151,40.1461,26
-89.1664,44.827,45
-121.139,44.6483,34
-92.2404,33.7562,1
-94.8279,39.9391,21
-120.656,35.6394,3
-91.5009,43.6344,20
-96.8487,33.682,40
-96.9647,35.3531,33
-105.8434,42.9035,47
-99.1377,47.6798,25
-93.4955,33.3568,1
-83.4733,34.2134,8
-114.2987,47.3226,23
-104.6355,39.3987,4
-97.682,27.8027,40
-99.6253,31.9872,40
-95.1836,30.1813,40
-81.6552,35.0743,37
-98.5664,47.4551,25
-94.6219,39.1924,21
-85.6435,42.4457,19
-87.9197,42.2445,11
-84.8881,29.652,7
-121.3544,38.5683,3
-94.7779,38.6058,13
-86.7437,33.4518,0
-93.3903,45.1702,20
-123.0869,48.055,44
-112.5219,37.0262,41
-88.9444,34.7321,22
-79.7424,40.1538,35
-95.5043,32.0561,40
-111.7919,43.8226,10
-95.9566,35.5113,33
-84.3946,32.0331,8
-92.9896,36.1537,1
-115.5983,40.745,30
-86.1288,40.9581,12
-118.627,35.8068,3
-94.7805,36.9497,33
-75.8284,39.8206,35
-122.5934,45.3864,34
-84.3089,32.238,8
-105.1528,47.2249,23
-83.5043,38.152,14
-92.5553,34.0726,1
-88.9554,38.9942,11
-99.4058,36.4247,33
-87.8619,41.6075,11
-80.2699,26.6461,7
-72.4063,41.2825,5
-88.236,35.221,39
-94.6686,35.1276,33
-124.0245,41.5442,3
-96.8148,43.9835,38
-94.1881,44.2746,20
-83.3743,41.616,32
-80.5854,41.4544,32
-94.4239,36.2606,1
-87.3493,38.3378,12
-86.6222,30.4255,7
-87.7144,42.0888,11
-99.6343,37.5488,13
-110.6937,32.0217,2
-82.5137,27.2874,7
-119.2485,37.2035,3
-99.3332,34.7804,33
-80.907,39.4947,46
-92.2211,34.538,1
-82.0572,34.3561,37
-85.6847,38.0562,14
-76.9826,42.8645,31
-84.0847,40.8307,32
-93.916,32.1708,15
-85.9556,37.9851,14
-81.9397,27.6255,7
-85.6827,44.0386,19
-92.3186,34.6076,1
-97.3745,32.2351,40
-90.6735,43.507,45
-87.3413,36.5692,39
-80.7461,41.8783,32
-83.1034,42.5073,19
-80.287,26.0789,7
-118.7164,48.0852,44
-96.2998,35.4292,33
-80.1889,39.424,46
-86.7719,40.7797,12
-95.0643,41.9092,9
-75.1296,40.0962,35
-90.8383,44.0867,45
-98.7321,47.3,25
-85.084,41.5318,12
-85.3197,41.231,12
-121.9924,47.942,44
-110.8724,33.3951,2
-111.9335,38.9202,41
-91.5501,30.5623,15
-84.5422,33.9533,8
-80.7718,37.9678,46
-77.8083,38.5346,42
-76.5387,42.4578,31
-97.3876,34.8546,33
-84.7611,35.2862,39
-111.9158,46.585,23
-93.6668,32.5224,15
-88.2599,41.421,11
-77.0009,41.2294,35
-75.0273,39.8758,28
-96.676,31.1657,40
-83.3253,43.0447,19
-121.2689,39.53,3
-106.0515,36.1001,29
-90.169,38.6719,11
-81.3456,41.2396,32
-88.2583,35.1148,39
-77.7681,39.1319,42
-123.4574,43.2529,34
-123.2982,46.5713,44
-121.3552,38.9695,3
-92.097,42.8498,9
-94.2305,36.3547,1
-78.1699,40.4726,35
-76.3476,38.8872,17
-82.5287,33.1934,8
-70.6275,43.7905,18
-83.8472,34.9348,8
-117.3764,47.2363,44
-97.9602,34.4112,33
-89.5412,38.5552,11
-94.4106,35.1877,1
-86.6698,39.6881,12
-85.7136,31.2434,0
-98.3438,42.2594,26
-84.997,36.2761,39
-87.9599,41.1337,11
-96.8147,33.8478,40
-92.284,30.006,15
-91.49,32.4529,15
-101.6027,35.6639,40
-87.524,38.5184,12
-87.828,41.7248,11
-102.5657,32.942,40
-96.6673,37.3177,13
-78.2779,40.4029,35
-96.7604,45.0441,38
-106.566,36.1928,29
-82.825,41.468,32
-108.3919,44.8357,47
-84.176,42.9955,19
-95.1347,36.4123,33
-94.6434,41.5004,9
-84.2818,35.8111,39
-97.7708,33.21,40
-84.787,32.347,8
-92.3234,47.555,20
-113.7169,46.7718,23
-95.3195,43.1619,9
-79.39,34.4691,37
-77.2747,39.357,17
-84.7478,41.8396,19
-96.6029,46.0547,25
-78.4392,40.4812,35
-102.3006,33.5927,40
-71.3576,42.329,16
-87.8855,43.3846,45
-77.9123,42.0741,31
-100.7325,35.2117,40
-83.2527,35.3706,24
-89.1637,30.897,22
-94.8169,40.5511,21
-84.5429,36.4227,39
-92.1163,43.3718,9
-122.9711,38.3488,3
-98.628,41.2156,26
-98.651,40.4652,26
-85.0545,35.0723,39
-72.1945,41.7614,5
-89.1911,36.9371,21
-86.8791,33.2837,0
-95.2665,33.6601,40
-97.6418,35.5071,33
-96.072,33.3686,40
-91.9519,34.4395,1
-74.4856,41.5761,31
-90.4649,40.621,11
-93.7289,35.4219,1
-84.2836,42.6834,19
-75.1988,40.5965,35
-81.4218,38.2109,46
-86.7449,33.1254,0
-75.2872,41.6143,35
-97.3848,43.4911,38
-76.9983,39.034,17
-123.1834,45.8611,34
-80.8713,35.7842,24
-81.3771,28.4879,7
-92.5635,38.9784,21
-87.6175,34.2331,0
-111.2952,34.286,2
-88.4095,33.746,22
-98.4272,46.1632,25
-91.6523,42.9999,9
-100.4871,38.9595,13
-94.2887,40.4853,21
-123.6909,38.9744,3
-95.5777,40.2185,26
-78.0541,34.896,24
-83.0771,43.0171,19
-116.0283,46.2269,10
-76.2062,40.8319,35
-92.9223,41.884,9
-96.163,29.7662,40
-90.3658,38.7351,21
-105.9597,37.2735,4
-101.1936,36.6148,33
-82.2052,28.2311,7
-86.4517,35.4987,39
-81.8344,33.512,37
-83.7356,32.2583,8
-86.4573,32.4597,0
-81.4169,28.3041,7
-99.9876,37.0405,13
-93.2711,45.4022,20
-77.8764,40.2974,35
-97.581,36.4367,33
-86.1375,32.4754,0
-111.8125,41.5354,41
-87.8146,37.7092,14
-96.109,32.2667,40
-97.0391,45.3056,38
-91.0887,30.369,15
-110.8424,39.6051,41
-94.0507,40.8075,9
-94.8811,41.5919,9
-111.6316,46.1965,23
-70.2152,43.7348,18
-100.8973,39.426,13
-117.3687,33.8789,3
-111.2413,40.6389,41
-90.1175,41.1998,11
-94.0684,40.8499,9
-91.6334,38.6716,21
-83.9358,35.8328,39
-90.5085,36.1271,1
-72.4925,42.5792,16
-96.9431,47.0501,25
-88.5145,45.3006,45
-74.8765,40.9623,28
-85.2259,30.7943,7
-82.9516,40.4098,32
-78.0471,33.9073,24
-82.2856,38.9248,32
-90.467,31.1619,22
-95.5741,36.1697,33
-93.1868,39.8767,21
-90.4999,43.9879,45
-96.3565,41.4548,26
-83.2869,41.129,32
-122.2427,47.6273,44
-83.7933,36.1807,39
-94.6949,44.9354,20
-120.4177,37.2966,3
-72.3101,40.9427,31
-102.0804,38.4705,4
-96.0116,37.9807,13
-93.6265,44.4931,20
-108.8612,44.1543,47
-96.6359,34.4436,33
-94.1298,37.1938,21
-76.4115,41.0769,35
-101.8015,39.7714,13
-81.2322,33.9309,37
-93.9546,43.9266,20
-73.0369,43.182,43
-93.6549,34.254,1
-100.6176,38.603,13
-98.0004,48.0132,25
-82.7623,27.979,7
-87.6866,41.8375,11
-85.959,42.3833,19
-95.2649,45.8865,20
-93.1545,45.0155,20
-105.7828,39.8785,4
-90.355,41.8029,9
-98.1079,26.1517,40
-96.9749,31.0756,40
-75.719,38.5381,17
-75.2085,40.8678,35
-95.3217,46.3909,20
-81.9929,34.9609,37
-96.5058,41.7348,26
-94.8978,34.0312,33
-109.303,37.2563,41
-89.8083,32.3148,22
-78.7166,38.7617,42
-123.3588,44.07,34
-80.0678,39.675,46
-97.0514,34.4005,33
-93.2076,45.1071,20
-94.3844,46.7452,20
-97.7639,35.5201,33
-76.617,35.8786,24
-81.7323,41.0279,32
-88.3063,44.8897,45
-80.1078,33.0093,37
-92.8835,42.5819,9
-99.7604,28.4461,40
-91.1227,35.0546,1
-112.1834,35.2476,2
-122.3635,41.4467,3
-95.1635,43.3489,9
-76.814,39.455,17
-84.4113,33.3626,8
-88.4963,39.4583,11
-88.2538,42.1978,11
-98.0337,43.7294,38
-100.5746,41.979,26
-111.867,39.0057,41
-84.1513,45.0012,19
-100.6658,47.837,25
-80.181,26.1406,7
-98.4364,29.7744,40
-94.3344,37.2616,21
-73.5104,40.6686,31
-87.5751,38.2039,12
-115.9609,33.2994,3
-82.1706,38.6663,46
-89.4468,43.0789,45
-119.4961,36.7361,3
-96.8355,32.959,40
-117.2498,34.045,3
-76.7428,38.672,17
-117.5248,34.4398,3
-117.6056,47.8297,44
-92.4601,38.2369,21
-77.2638,38.7253,42
-122.5456,39.8833,3
-78.3198,40.4389,35
-82.6458,39.0448,32
-77.7437,39.5286,17
-81.2174,35.7154,24
-94.7265,36.3787,33
-86.6419,30.4445,7
-80.3586,33.739,37
-71.7717,42.5209,16
-101.7484,34.3658,40
-111.5742,40.1188,41
-96.3921,35.4717,33
-112.1594,33.2327,2
-122.6384,38.0052,3
-96.1703,39.4892,13
-75.7233,43.2061,31
-91.721,32.165,15
-123.4246,43.1201,34
-84.3531,39.2798,32
-77.3023,41.0338,35
-83.6093,40.6449,32
-85.7128,33.6683,0
-90.464,41.537,9
-85.2806,40.9155,12
-81.8646,36.1263,24
-74.0295,40.4112,28
-100.4109,29.3181,40
-85.0874,35.3894,39
-112.8839,32.3923,2
-85.3685,35.2007,39
-92.4806,44.7364,45
-106.3425,35.6478,29
-88.6219,39.3498,11
-105.5661,35.4747,29
-98.5305,41.5483,26
-82.5793,27.4345,7
-75.0563,41.6034,31
-94.6787,29.7649,40
-91.3623,40.39,11
-93.7095,45.7321,20
-88.2611,44.7585,45
-75.0941,39.8666,28
-121.5505,38.5557,3
-80.3102,41.6272,35
-87.7316,43.7403,45
-86.0508,38.1644,12
-119.3135,36.0572,3
-75.9281,41.31,35
-111.9488,46.2843,23
-93.7388,41.3737,9
-78.3182,33.9121,24
-102.6897,42.6833,26
-81.8094,26.2633,7
-81.6316,39.2562,46
-81.5137,33.4809,37
-99.15,34.4879,33
-119.326,47.1417,44
-111.51,34.4012,2
-84.1449,39.6339,32
-79.6893,35.7421,24
-75.7419,41.3238,35
-118.8019,34.4064,3
-99.8258,28.6908,40
-81.1038,38.1356,46
-81.3913,28.4611,7
-98.1597,26.3196,40
-77.4342,37.3531,42
-93.4101,38.6211,21
-93.8849,31.7644,40
-96.5738,31.4111,40
-91.8263,46.0978,45
-82.5099,29.158,7
-81.112,33.6687,37
-88.6619,34.7079,22
-93.5959,46.9831,20
-82.7734,29.3238,7
-75.0733,40.2083,35
-94.8246,41.0498,9
-95.0732,37.8958,13
-88.4038,37.1387,14
-86.9636,30.6175,7
-91.671,42.7488,9
-111.1073,34.6407,2
-80.5973,38.3686,46
-95.3202,45.1925,20
-77.8821,38.9926,42
-92.8432,40.6491,9
-79.3896,42.1631,31
-111.7716,43.6323,10
-80.7328,40.0139,46
-89.8994,45.9696,45
-79.9986,39.9476,35
-79.321,35.9489,24
-79.5233,40.8279,35
-80.3641,41.8904,35
-101.3661,47.4975,25
-96.0777,30.1006,40
-87.9828,42.3519,11
-95.4808,40.7201,9
-74.2633,41.637,31
-95.0404,40.2013,21
-89.712,46.3737,19
-77.8016,39.5549,17
-82.4791,39.9183,32
-93.3783,34.2268,1
-86.6343,39.6372,12
-97.4076,37.0042,13
-91.9389,38.9473,21
-124.4532,42.9259,34
-87.74,42.036,11
-87.3532,38.6145,12
-81.6309,36.8139,42
-93.2294,38.0242,21
-87.3084,35.4344,39
-97.1052,31.6292,40
-105.8446,31.2837,40
-85.9746,42.1075,19
-118.1651,33.8977,3
-120.4357,39.6265,3
-80.9541,34.8856,37
-116.6703,46.3749,10
-86.0085,41.9116,19
-82.2918,28.519,7
-81.4584,35.9435,24
-87.7311,41.7312,11
-76.4279,40.0929,35
