,long,lat,country
609146,11.466667,58.516667000000005,31
385955,20.85,48.183333000000005,15
202437,26.3347222,58.7655556,9
77039,25.2666667,41.466666700000005,5
207986,-0.195325,40.822108,30
343449,22.2,37.7333333,14
313473,1.0464950000000002,49.680907,11
287416,1.250367,49.767126,11
565665,25.116667,44.433333000000005,26
287220,5.1470720000000005,44.668896999999994,11
658511,35.727225,49.640131,32
523613,20.564638,52.499899,24
572194,20.564444,43.077222,27
423994,24.3833333,55.55,19
99988,15.605061,49.982152,7
346796,24.0833333,38.5833333,14
419251,11.883333,45.45,17
401412,8.45,45.733333,17
111201,18.466667,49.733333,7
535363,-7.789443,41.292428,25
628974,24.018552,49.593912,32
217606,-3.084616,37.773643,30
344947,25.25,34.966666700000005,14
157835,13.166667000000002,50.65,12
75760,26.4666667,43.05,5
637324,26.778184000000003,51.732205,32
95478,25.5166667,53.45,2
169422,13.316667,48.75,12
462401,3.866667,51.333333,22
372255,17.026999,47.379557,15
360925,14.692777800000002,45.1772222,6
133481,10.116667,49.5,12
450333,27.280833,47.835278,20
356270,22.2666667,36.85,14
511694,16.832284,50.350233,24
328568,-2.6166669999999996,50.716667,13
56716,3.9,50.933333000000005,3
622645,19.4,49.0666667,28
207830,-5.8,43.266667,30
93471,25.8166667,54.466666700000005,2
129184,12.6,53.016667000000005,12
477206,9.266667,63.45,23
17690,15.316667,47.266667,1
192329,8.455160000000001,56.823836,8
266832,4.234379,45.00436,11
223330,-3.794362000000001,41.191149,30
323332,-3.733333,58.566667,13
327633,-1.333333,54.316667,13
90252,26.0166667,54.716666700000005,2
641524,25.702209,51.671462,32
504445,21.349714,50.509814,24
424328,23.75,55.8333333,19
282694,2.501541,48.369514,11
414451,10.233333,44.9,17
475964,5.2,59.233332999999995,23
439909,22.65,57.0166667,18
442012,24.4413889,57.43472220000001,18
489929,20.495087,53.159452,24
390603,-7.182222200000001,52.8786111,16
406182,8.866667,45.666667,17
51489,4.733333,51.016667,3
640558,37.514008,48.007690999999994,32
617280,15.15,45.783333299999995,29
530448,-8.649875,39.95537,25
464887,5.928022,51.512197,22
614100,16.0225,46.720833299999995,29
89317,26.65,53.783333299999995,2
9998,19.775,40.1286111,0
577211,22.111389000000003,42.483611,27
8508,19.9119444,42.2338889,0
558340,26.166667,47.116667,26
411704,7.366667,45.85,17
530166,-7.930832,41.409562,25
270757,6.414604,47.448603000000006,11
113367,12.922539,50.365752,7
406513,16.066667000000002,39.233333,17
148457,12.2,51.05,12
429008,23.4666667,55.6166667,19
538696,-7.654472,39.738684,25
182589,10.433333,48.116667,12
123481,12.15,53.0,12
413107,7.6,45.416667,17
20275,15.416667000000002,47.233333,1
294490,-1.029996,48.761796,11
531842,-8.232411,42.12721,25
255231,-0.569879,49.062977,11
36510,17.471944399999998,44.4025,4
531936,-8.615453,41.787255,25
390771,-8.75,53.05472220000001,16
123966,13.4,52.516667000000005,12
122945,9.816667,52.2,12
603402,18.333333,62.933333,31
16691,15.966667,48.016667,1
243378,20.266667,60.1,10
124435,10.6,47.7,12
621657,20.3333333,48.8333333,28
95075,23.9,53.783333299999995,2
366353,17.45,45.65,6
280500,0.511408,49.687432,11
476296,11.833333,65.68333299999999,23
361732,15.5,45.25,6
453661,18.605832999999997,42.800278000000006,21
567921,20.962778,45.411389,26
486733,19.294564,54.123054,24
560176,22.45,46.05,26
553093,24.733333,44.316666999999995,26
349710,21.464722199999997,39.381111100000005,14
288538,2.878318,44.072021,11
457909,5.233333,51.983333,22
644931,34.362981,45.791974,32
91725,27.6,55.4833333,2
403819,8.316667,44.883333,17
320822,0.533333,51.4,13
290037,-0.192621,44.815674,11
78099,26.566666700000003,43.4,5
57807,3.916667,50.55,3
642837,24.924722,48.6925,32
73770,27.566666700000003,42.3833333,5
596922,18.594444,59.476667000000006,31
423840,24.8666667,54.8333333,19
154078,9.316667,51.516667,12
539319,-9.037944,39.087798,25
22439,13.516667000000002,48.066666999999995,1
531555,-8.440362,41.995201,25
587714,13.333332999999998,56.8,31
38892,18.1283333,43.2519444,4
407361,15.216667,40.283333,17
136524,12.116667,53.733332999999995,12
642578,34.242069,49.519098,32
489656,20.818475,54.199714,24
101650,18.139649,49.772378,7
109794,15.883333,49.15,7
495411,19.508848,51.149126,24
121607,7.666667,52.683333,12
595527,12.966667,57.416667,31
118191,12.483333,49.816666999999995,7
600427,16.833333,60.4,31
5752,19.4891667,42.3525,0
281038,-1.017454,43.294401,11
417058,8.633333,45.733333,17
573478,20.480832999999997,43.203333,27
523888,22.90653,50.318302,24
289895,0.202189,48.338496,11
92931,25.45,52.2333333,2
250367,24.900278,60.201944,10
658239,39.737292,48.292289,32
413250,10.0,44.166667,17
181637,6.483333,51.216667,12
539604,-8.357828999999999,38.247538,25
194697,10.187022,55.557458999999994,8
119828,12.983333,48.866667,12
159311,8.15,52.783333,12
606278,14.533333,59.88333299999999,31
334123,0.566667,52.033333,13
117535,15.083371,50.816932,7
29952,18.5797222,44.6288889,4
641087,28.101759,50.961796,32
576122,20.186667,43.772778,27
315199,6.097729,47.92159,11
92416,24.0333333,53.3833333,2
363870,18.187777800000003,45.4841667,6
577896,21.721667,42.6475,27
631232,26.456759,49.926435999999995,32
146238,8.983333,52.05,12
240510,29.583333000000003,62.05,10
490998,23.600083,51.802583,24
111102,12.673877,49.676022,7
291938,1.031941,43.189212,11
570280,23.2,46.366667,26
226208,-4.791218,41.41423,30
287991,0.020465,47.063547,11
416432,12.210556,44.317778,17
641327,26.198591,49.229982,32
224061,-5.0,38.35,30
650029,32.416105,52.069294,32
487962,20.058352,50.537222,24
356203,22.1269444,40.603055600000005,14
253551,3.03454,45.84587,11
316878,2.334666,47.685712,11
133283,9.783333,47.866667,12
44185,18.9038889,44.6144444,4
104055,14.133629,50.730293,7
58739,4.8333330000000005,50.466667,3
269223,2.29377,49.479499,11
447180,28.9725,47.301389,20
215074,-0.811355,37.630824,30
178387,8.1,47.633333,12
552288,26.8,44.316666999999995,26
629241,33.05322,52.247917,32
449253,28.948889,47.951667,20
520946,22.945095,51.309691,24
468761,10.15,59.35,23
430301,24.4166667,54.216666700000005,19
156651,9.883333,54.516667000000005,12
326132,-2.8,50.9,13
605711,23.466667,68.016667,31
512987,19.471909,52.194326,24
444685,22.55,57.1833333,18
341708,24.2333333,35.1833333,14
494457,18.948236,52.307173,24
406747,7.216667,45.366667,17
488460,19.137173,50.102682,24
40267,16.1241667,44.9697222,4
625609,35.880575,49.017672,32
337453,21.95,37.35,14
99056,14.62905,50.47057,7
553601,26.35,47.883333,26
392881,-9.233333300000002,53.75,16
275485,3.325196,47.807869,11
308112,3.89182,44.237201,11
13703,19.8933333,41.6827778,0
574127,19.353889,44.502778,27
304318,-1.354722,46.424334,11
318516,-2.833333,57.083333,13
491174,19.920198000000003,53.48978100000001,24
244523,21.813889,60.428056000000005,10
31627,17.1866667,44.2013889,4
621236,18.3833333,48.55,28
67785,27.933333299999997,43.65,5
158697,10.166667,47.983333,12
40868,18.214722199999997,43.500555600000006,4
224105,-0.980455,37.787801,30
148214,9.683333,54.25,12
475064,12.033333,66.116667,23
582863,20.740278,43.256944,27
63807,26.3,42.4,5
509898,18.628752,52.14092,24
38366,16.3022222,44.1841667,4
37701,17.1694444,44.77444439999999,4
413415,11.183333,46.6,17
25078,16.766667,48.1,1
36939,18.2041667,43.868055600000005,4
496609,23.017188,51.898872,24
638736,25.779094,49.190434,32
659411,29.812357,47.855582,32
508773,22.679449,52.16138,24
292098,0.945859,47.824037,11
281284,0.487326,43.213935,11
103529,13.579152,49.571868,7
393640,-7.3019444,52.60277779999999,16
283863,-3.326056,48.578714,11
149860,8.083333,48.733333,12
138571,13.283333,48.666667,12
15306,15.554444,46.914167,1
297618,4.191013,46.323643,11
225315,-3.2,37.784067,30
291290,5.214526,43.416043,11
285135,0.122482,47.135759,11
269090,-1.115665,46.250333000000005,11
111764,15.948915,49.203847,7
161645,9.416667,54.216667,12
615960,16.236666699999997,46.5736111,29
428714,25.35,54.6333333,19
206291,24.8241667,58.478888899999994,9
238953,19.85,60.233332999999995,10
407250,13.633333,42.683333000000005,17
227145,-3.857709,40.259065,30
89430,26.9666667,55.0833333,2
63059,27.0333333,42.5666667,5
590435,16.033333,56.433333,31
639624,25.766179,48.012459,32
348682,20.7786111,39.5377778,14
99770,15.375087,50.512702,7
624382,18.1833333,48.5666667,28
187796,6.516667,51.766667,12
296667,1.890543,44.95909,11
539448,-7.848622,39.531383,25
241050,21.783333,61.233332999999995,10
70819,27.4,42.8333333,5
93973,24.6,53.216666700000005,2
183300,10.683333,52.233333,12
475192,10.95,59.666667,23
314346,3.160576,49.659307,11
73000,27.7333333,43.75,5
367087,15.672777800000002,43.8191667,6
501258,16.466903,53.816403,24
478012,20.716827,51.925035,24
428519,26.0833333,55.5666667,19
622502,19.2666667,48.15,28
617571,15.729722199999998,46.4236111,29
392341,-7.390277799999999,53.275833299999995,16
67526,26.4,43.4166667,5
193882,9.71148,57.374138,8
299392,-3.630557,48.658439,11
78998,26.683333299999997,42.6,5
549134,27.033333,45.483333,26
472222,6.066667,61.15,23
4876,19.4697222,40.8466667,0
300074,4.9188160000000005,48.514021,11
525397,21.459423,50.464288,24
78091,26.9833333,42.25,5
170520,8.836111,49.826944,12
274864,6.310796,46.914713,11
419169,13.566667,37.816666999999995,17
507164,19.539847,51.034477,24
271581,0.054245,46.845904,11
553830,20.583333,46.133333,26
363994,16.384444400000003,46.25944439999999,6
421438,22.2666667,55.7666667,19
574522,21.2775,44.926667,27
85528,24.6666667,53.8333333,2
586730,16.566667000000002,59.38333299999999,31
494441,18.167342,50.354838,24
627890,26.828679,50.628561,32
600695,18.483333,57.75,31
157855,7.816667,50.233333,12
235616,-2.919046,43.363432,30
21568,12.75,47.433333000000005,1
353925,22.4833333,36.8333333,14
454247,19.1525,42.433333000000005,21
459893,4.841256,52.769192,22
657747,35.335626,47.216697,32
60793,5.5,50.483333,3
332180,-4.95,55.966667,13
615355,14.616666699999998,46.15,29
157528,12.1,48.15,12
293929,2.653427,42.484833,11
380689,17.3,46.866667,15
304413,3.255244,45.741548,11
89315,30.5747222,55.0566667,2
453621,19.235278,42.531111,21
614890,13.8769444,45.505,29
175712,8.3,48.033333,12
573075,20.275556,45.973056,27
31523,18.9930556,43.8372222,4
314971,1.04365,49.652277000000005,11
569489,24.716667,45.033333,26
21303,15.4225,46.834444,1
645819,30.717896000000003,49.354877,32
622661,17.283333300000002,48.0833333,28
487244,19.53444,53.656096999999995,24
303176,3.797289,49.801032,11
353098,26.5,39.1666667,14
666476,36.24225,49.222769,32
298230,5.155704,45.815565,11
140972,12.683333,49.2,12
513131,16.600858,54.34146,24
287371,0.489568,48.167005,11
396843,-9.5522222,52.321388899999995,16
198405,24.6147222,59.15472220000001,9
198422,24.6586111,59.1961111,9
362119,16.3708333,45.0730556,6
139546,10.55,48.85,12
1205,19.5597222,41.3569444,0
263903,5.996787,46.104501,11
533291,-8.976701,39.403734,25
107829,13.074384,50.375616,7
22334,15.416667000000002,48.366667,1
338450,25.2166667,39.95,14
198568,25.825833300000003,58.9411111,9
520202,22.432714,52.511725,24
498311,19.918184,49.881956,24
127313,13.866667,52.733332999999995,12
172207,12.033333,50.5,12
63353,26.0,41.8333333,5
330370,-5.566667,57.9,13
333108,1.1,52.05,13
530177,-7.969097,37.115494,25
75830,27.2166667,43.716666700000005,5
378661,21.35,48.133333,15
559051,22.883333,46.4,26
47017,5.766667,51.05,3
240373,27.333333000000003,60.916667,10
480230,17.565596,51.518818,24
318381,8.803818,41.754723,11
476889,13.866667,65.81666700000001,23
517933,20.983333,49.783333,24
26048,13.733332999999998,46.8,1
145088,10.8,49.7,12
526218,23.551617,50.739602000000005,24
411749,12.616667,43.316666999999995,17
509063,17.111491,51.686274,24
201418,24.8925,59.4691667,9
594603,23.016667,65.75,31
18128,11.966667,47.316666999999995,1
569642,24.066667,46.616667,26
565815,22.35,46.716667,26
477894,16.397336,54.341356000000005,24
656819,33.257145,47.69173,32
350710,22.2386111,40.5727778,14
176613,11.1,50.083333,12
297427,2.061833,49.059366,11
422768,25.45,55.0666667,19
269811,0.927103,49.009598,11
100289,14.323412,50.217782,7
463526,5.45,51.516667,22
455944,19.357778,42.5875,21
271195,6.4619800000000005,47.740534,11
99903,13.816667,50.566666999999995,7
521269,22.633333,50.083333,24
78260,22.85,42.6,5
308618,1.606485,45.974205,11
241017,22.866667,60.283333,10
301988,-1.2561870000000002,49.180240999999995,11
463413,4.588057,51.548322,22
479479,23.078811,53.404924,24
22608,15.216667,47.016667,1
238582,26.4,63.666667,10
309440,0.6573939999999999,48.78063,11
97549,16.655487,49.301409,7
581290,21.346944,42.946667,27
77324,22.5283333,43.6127778,5
323364,-1.7333330000000002,51.5,13
246439,21.25,60.516667000000005,10
541345,-7.266667,39.283333,25
299249,-0.130828,44.154534000000005,11
393743,-8.1433333,52.733611100000005,16
501151,14.992687,52.414544,24
73739,23.5666667,43.1833333,5
468447,10.833333,60.65,23
270370,2.313207,47.802811,11
540934,-9.256895,38.957445,25
642884,27.926599,49.352207,32
398591,-8.283055599999999,51.9002778,16
351521,21.595,39.3569444,14
474431,5.016667,60.933333,23
577188,21.532222,42.880556,27
299920,6.7684,47.387384,11
312640,8.900078,42.034933,11
476407,5.233333,61.5,23
256353,1.933246,42.902276,11
572122,20.614722,42.646111,27
551150,27.75,45.966667,26
196879,9.261475,56.747415,8
487516,21.525338,50.79724,24
33446,18.9430556,43.6036111,4
4249,20.3775,40.2844444,0
592587,15.1,60.933333,31
462756,4.483333,51.916667,22
473405,7.88,63.083333,23
521793,20.15239,54.050677,24
644001,32.360689,47.537233,32
204582,23.0588889,58.5122222,9
486049,19.152521,51.993254,24
620224,17.5666667,47.966666700000005,28
66221,27.7166667,42.9833333,5
479923,18.139470000000003,53.487958,24
286769,3.5,46.666667,11
115934,14.95478,49.622036,7
264559,2.166667,45.783333,11
16981,16.6,48.583333,1
115324,15.508867,50.476463,7
283454,2.267208,48.432155,11
356598,22.1886111,40.9497222,14
94611,29.4166667,51.6333333,2
605908,16.183332999999998,61.766667000000005,31
374186,18.833333,46.05,15
327766,-6.466667,58.13333299999999,13
52023,4.0833330000000005,51.083333,3
647825,31.434525,47.456329,32
19404,13.025833,47.8525,1
334735,1.6833330000000002,52.3,13
201349,24.736666699999997,58.1566667,9
207617,25.59,58.3638889,9
631672,25.075414,48.600545,32
121829,10.733333,47.733333,12
88219,25.5,53.9833333,2
627352,27.183333,50.1,32
451130,29.183889,47.587778,20
160270,8.533333,52.216667,12
645870,28.733333,51.416667,32
490175,17.363616,50.427536,24
122313,11.383333,48.45,12
535150,-8.614874,37.158583,25
72738,23.0752778,43.3191667,5
258190,3.676823,45.266059000000006,11
418670,9.583333,45.366667,17
518696,20.976205,52.314096,24
507424,22.490558,51.722421999999995,24
268636,6.695082000000001,44.366744,11
400065,11.05,43.783333,17
149393,10.583333,49.866667,12
258809,1.475473,44.623595,11
438234,22.5333333,56.7,18
526431,20.830382,50.136552,24
21679,16.166667,47.066666999999995,1
44719,17.2033333,44.6136111,4
606728,17.066667000000002,57.316667,31
493558,19.245352,50.294742,24
213815,-0.106109,38.535261,30
55049,4.7,50.883333,3
382302,18.732402,47.618528999999995,15
514978,21.577041,49.602284,24
603952,17.1,62.0,31
453839,18.913889,42.893889,21
231914,2.2,41.433333000000005,30
138483,11.133333,53.333333,12
339114,26.25,35.1333333,14
243216,24.966667,60.221667,10
116633,13.718410999999998,50.627042,7
656304,29.322599,48.996806,32
40858,17.465277800000003,43.334444399999995,4
352530,23.5166667,40.9833333,14
391791,-7.4958333,53.3530556,16
124262,7.1,50.566666999999995,12
309953,4.288538,45.737512,11
339638,21.7677778,39.6158333,14
27139,14.3,46.966667,1
78331,27.85,43.7,5
566575,23.466667,46.783333,26
460375,4.40246,52.203545,22
312919,6.940492,43.506874,11
17064,10.433333,47.3,1
150340,9.433333,53.86666700000001,12
303629,0.811551,43.441196999999995,11
433775,25.2333333,54.4833333,19
597039,16.560278,57.968332999999994,31
393626,-8.3833333,54.7,16
69583,26.6,43.5,5
214937,-5.882953,38.890968,30
16424,14.366667,47.516667,1
543807,22.966667,45.933333000000005,26
9087,19.4575,40.6305556,0
53204,4.15,51.15,3
540911,-7.830597,39.637302000000005,25
443124,26.816666700000003,57.283333299999995,18
531394,-7.733067,39.723234000000005,25
125008,11.55,47.716667,12
211033,-8.916667,42.816666999999995,30
408656,13.099722,46.255278,17
247847,30.216667,62.9,10
513383,19.116667,52.816667,24
355033,21.595,39.3569444,14
586180,16.766667,56.966667,31
194304,8.332573,56.00339399999999,8
435479,22.7933333,54.392222200000006,19
386814,21.933333,48.233333,15
619112,21.1833333,48.6333333,28
110241,12.537298,49.814761,7
58208,4.633333,50.083333,3
44778,15.951944400000002,45.2144444,4
320494,-5.216667,58.15,13
167319,13.316667,54.45,12
481389,20.723191,52.64889,24
419015,13.468333,46.005833,17
399562,9.416667,46.2,17
556406,27.683333,46.466667,26
391079,-6.1875,52.7927778,16
257171,6.083041000000001,49.36593,11
463145,5.633333,51.733333,22
503093,19.461664000000003,52.159687,24
327584,-3.3833330000000004,58.283333,13
518996,22.720888,52.435866,24
50690,5.4166669999999995,50.65,3
449758,28.816111,46.691666999999995,20
239351,25.316667,65.18333299999999,10
433573,23.8833333,56.3230556,19
55196,4.033333,50.65,3
511601,17.477613,52.299143,24
662441,26.074674,49.092442,32
28777,15.85,46.816666999999995,1
504589,21.28382,51.412574,24
172548,7.833333,51.016667,12
193827,8.156894,56.629630000000006,8
98730,15.158237,49.362255,7
220582,-4.405459,42.266667,30
373257,18.9,46.883333,15
305469,4.062587000000001,48.344875,11
452004,27.939444,47.960833,20
545511,26.45,46.85,26
187981,11.233333,50.066666999999995,12
475685,17.3,68.18333299999999,23
309928,8.076103999999999,48.977026,11
238811,27.6,64.383333,10
386137,16.861795,47.63516,15
206662,25.6,58.4166667,9
582182,20.311667,42.615,27
635657,34.516841,49.642438,32
386242,17.881191,47.607602,15
613508,13.25,56.88333299999999,31
477420,6.366667,62.433333,23
595315,17.766667,62.9,31
586323,13.583332999999998,56.9,31
530380,-7.957983,41.08702,25
224589,-5.866667,43.383333,30
99243,13.066667,49.766667,7
159056,11.083333,50.566666999999995,12
408828,10.016667,46.033333,17
410906,10.3,47.716667,17
367843,15.085277800000002,44.30305560000001,6
294295,6.1917,47.082491,11
69017,26.616666700000003,43.1333333,5
91062,27.85,52.033333299999995,2
300279,4.064456,48.541928000000006,11
411645,11.416667,44.45,17
658769,31.8,47.55,32
622318,22.0333333,48.5833333,28
395769,-9.2827778,53.4144444,16
137348,11.35,48.75,12
582806,20.498889,45.338611,27
259872,-3.818666,48.014835,11
55053,4.183333,50.466667,3
264799,6.5833330000000005,44.383333,11
556124,24.05,46.133333,26
259792,4.211075,46.908923,11
422948,26.1833333,55.0833333,19
66487,27.7833333,43.466666700000005,5
134781,11.466667,53.8,12
422638,24.25,54.85,19
65933,23.0833333,42.3333333,5
501862,22.300218,50.584195,24
239130,21.533333,62.95,10
303994,0.034261,44.568151,11
429119,25.35,54.8666667,19
539887,-9.2,38.833333,25
404498,13.013056,45.7225,17
250489,23.683333,64.033333,10
190358,11.65553,55.222768,8
73547,27.316666700000003,42.4166667,5
435348,22.9525,55.0261111,19
431006,22.027777800000003,55.44527779999999,19
599383,14.95,56.55,31
604147,13.25,57.4,31
443065,22.0333333,56.9,18
541290,-7.13868,40.397839000000005,25
444769,24.2616667,56.588333299999995,18
554444,25.966667,46.6,26
418288,11.766667,43.166667,17
234790,-2.2179450000000003,40.163681,30
586763,13.066667,57.65,31
631412,22.503413,48.496539,32
278809,2.45,45.4,11
596765,16.233333,57.05,31
111767,17.956544,49.233571000000005,7
579685,20.893333,42.174167,27
265819,0.059639,44.785912,11
307793,4.591153,45.547386,11
145971,11.016667,53.9,12
396445,-8.6244444,52.9208333,16
132989,7.516667,52.25,12
135218,11.133333,50.383333,12
77838,24.2166667,42.283333299999995,5
515849,17.857209,50.704461,24
492644,17.838621,50.050305,24
137916,13.033333,51.866667,12
215085,-0.916667,37.666667,30
644304,31.949084999999997,47.670492,32
493149,21.773687,52.495113,24
350244,24.8666667,35.05,14
241291,26.4,66.4,10
418435,14.633333,41.016667,17
367248,16.7752778,45.64,6
135051,9.433333,54.783333,12
11939,19.7144444,41.66861110000001,0
76510,22.6002778,43.7172222,5
480364,22.684437,52.576386,24
295426,-1.425828,46.491543,11
340546,20.8852778,39.3327778,14
378904,17.186359,47.58041,15
553656,25.815556,44.392222,26
464144,5.565734,53.15702,22
318190,2.071012,50.654242,11
472918,5.483333,60.533333,23
57253,4.366667,49.966667,3
422691,23.8144444,56.1219444,19
341553,20.9913889,39.85611110000001,14
473316,5.113055999999999,60.395278000000005,23
591550,15.116667,56.3,31
433369,24.1833333,55.1666667,19
164494,7.016667,50.566666999999995,12
591517,11.816667,59.433333,31
353487,21.3166667,40.5166667,14
660666,33.210955,47.498213,32
240668,22.373889,60.399722,10
450185,28.636389,48.133611,20
122478,10.416667,49.5,12
208648,0.335471,42.017507,30
576112,21.7,42.670556,27
604005,12.433333,59.716667,31
309676,0.511868,44.085027,11
314917,5.035087,49.227321,11
358891,20.9666667,38.7,14
500466,15.516667000000002,51.383333,24
531866,-8.31833,40.092558,25
208513,-3.871057,41.251499,30
244989,22.230278,60.474167,10
403014,12.216667,44.116667,17
23679,14.966667,46.983333,1
460859,5.142647,51.477287,22
550724,25.933333,45.733333,26
273402,1.188245,49.653115,11
626761,33.187303,48.207393,32
257352,2.409632,50.962322,11
283140,3.3061629999999997,47.622228,11
70170,25.9833333,43.5,5
348178,24.95,41.216666700000005,14
348263,21.8666667,37.6166667,14
204565,27.069444399999995,58.060277799999994,9
370566,14.542222199999998,45.1266667,6
299418,-3.866667,48.5,11
546714,24.65,45.316666999999995,26
424527,24.09,56.1905556,19
356472,25.15,37.5833333,14
652942,33.616667,47.666667,32
180756,7.433333,51.95,12
182585,9.933333,47.566666999999995,12
176492,9.066667,52.233333,12
154097,11.816667,49.85,12
87180,29.45,54.6,2
215195,-2.712015,37.462838,30
357192,20.744166699999997,39.495,14
588774,13.316667,56.583333,31
567811,23.866667,47.45,26
416801,14.433333,36.883333,17
597003,15.866667,60.35,31
122230,12.016667,50.016667,12
137027,11.966667,48.533333,12
566105,22.416667,45.033333,26
286872,1.487395,44.951556,11
203225,26.5641667,58.11722220000001,9
230245,-8.590092,42.353942,30
169155,6.8,51.0,12
432575,21.25,56.1166667,19
557560,22.4,47.65,26
286572,6.248741000000001,44.729594,11
11774,19.9947222,41.3966667,0
90313,25.8333333,53.6,2
656305,31.770846,49.692299,32
229399,-5.466667,38.183333000000005,30
207216,27.638055600000005,57.9580556,9
288477,2.44793,46.819308,11
167140,11.366667,48.333333,12
71737,26.0,42.8833333,5
630057,23.22577,49.416096,32
272147,3.598096,47.280954,11
642843,32.479619,51.902965,32
364826,18.8316667,45.1072222,6
245449,22.4,63.38333299999999,10
543242,28.633333,44.066666999999995,26
148276,10.883333,54.35,12
242299,22.166667,61.1,10
602520,13.1,55.833333,31
133004,10.283333,52.45,12
667362,31.249362,51.443628,32
83586,31.3458333,53.229722200000005,2
119007,16.064181,49.997725,7
135639,12.316667,49.016667,12
423132,25.6166667,56.1333333,19
130853,11.333333,52.15,12
584561,21.717778,43.555278,27
124969,6.533333,49.966667,12
550464,23.8,44.433333000000005,26
207723,27.3602778,59.1441667,9
332873,-1.7833330000000005,50.766667,13
11088,20.3761111,41.928611100000005,0
249012,24.466667,60.066667,10
307466,0.12615,48.179258,11
61003,3.3,51.183333000000005,3
393495,-8.2666667,53.4833333,16
390544,-6.4758333,52.6713889,16
620272,18.8833333,48.8666667,28
76395,23.15,42.783333299999995,5
253177,6.888951,43.430890999999995,11
538602,-8.666667,41.25,25
532911,-7.896105,37.635815,25
617832,14.766666699999998,46.4833333,29
426615,24.7,55.3,19
481168,19.4,53.25,24
370058,16.9833333,45.95,6
411859,10.783333,44.966667,17
612570,16.5,61.833333,31
202292,23.7155556,58.436111100000005,9
557043,25.4,44.033333,26
419507,13.8,45.633333,17
448401,28.391667,45.721667,20
110371,14.639878,49.667035,7
71113,23.1666667,43.2,5
155335,7.866667,52.183333000000005,12
375770,18.193889,46.843391,15
73888,28.3,43.4166667,5
461811,5.0833330000000005,52.033333,22
571780,19.691944,43.356111,27
282580,1.251283,48.478618,11
49401,3.233333,51.283333,3
275056,7.71542,48.523635,11
20430,15.433333,47.483333,1
660386,24.792921,51.627996,32
186978,9.916667,47.916667,12
523426,17.838723,50.119108,24
33649,18.7975,44.764444399999995,4
346759,22.3488889,41.0675,14
379200,20.166667,47.466667,15
361655,15.797222199999998,44.7125,6
95679,24.0166667,53.7,2
102558,16.519642,49.639887,7
54688,5.1666669999999995,49.983333,3
165567,9.616667,50.216667,12
486413,22.302189,49.432868,24
416539,9.35,45.316666999999995,17
10048,20.2725,40.279166700000005,0
605582,16.4,61.38333299999999,31
28190,15.354167000000002,46.687222,1
406743,12.579167,46.426944,17
54113,5.05,51.0,3
4142,20.8911111,40.7183333,0
439302,22.8833333,56.9,18
122384,9.466667,52.2,12
226423,-3.074323,43.095375,30
75964,22.49,43.751388899999995,5
513264,18.9,53.88333299999999,24
140792,7.1666669999999995,51.483333,12
632011,24.233333,48.483333,32
151351,10.866667,53.583333,12
235391,-6.387904,43.320606,30
432276,24.7,54.7333333,19
315852,3.318596,47.750421,11
646715,23.280467,50.006979,32
205718,24.5333333,59.55,9
384643,19.0,46.633333,15
233205,-1.671026,43.131511,30
137526,12.75,53.7,12
189352,11.733333,50.916667,12
270529,3.3528550000000004,47.465507,11
394987,-7.8966667,54.557222200000005,16
640116,29.532053,47.75305,32
33429,16.9819444,44.2638889,4
56247,3.633333,50.866667,3
287584,2.9763330000000003,47.958907,11
622990,19.8,48.3,28
485322,18.283333,54.233332999999995,24
200992,26.6902778,58.6688889,9
491304,20.5,51.1,24
653633,33.216667,45.666667,32
547210,23.183333,44.966667,26
497602,21.157824,53.035258,24
83362,27.45,53.6833333,2
465105,5.966667,52.2,22
256136,3.3085480000000005,49.997138,11
514290,17.533333,50.75,24
522219,20.785585,49.854377,24
17963,13.440278,46.806111,1
247345,27.8,61.483332999999995,10
360174,18.9455556,45.3858333,6
175928,10.583333,53.86666700000001,12
421266,23.7,55.6,19
619259,21.3,49.4,28
182376,11.8,49.4,12
12500,20.0847222,41.6669444,0
469082,5.25,59.483332999999995,23
581468,22.304167,42.977778,27
23696,15.783333,47.316666999999995,1
15789,10.033333,47.133333,1
33002,18.3761111,44.866944399999994,4
368250,16.849166699999998,43.6836111,6
283351,-1.113098,47.283452,11
534882,-7.627304,39.952369,25
643132,29.718742,48.573253,32
547970,25.85,44.6,26
540645,-7.76208,40.386787,25
320070,-1.133333,51.066666999999995,13
599741,14.45,59.416667,31
397246,-6.557777799999999,52.35805560000001,16
195256,10.675264,56.442062,8
73758,26.566666700000003,42.85,5
269066,3.5641519999999995,45.82075,11
499021,15.951324,52.78291899999999,24
338988,21.1,38.4833333,14
459484,4.630491999999999,52.506795999999994,22
379545,21.883333,48.116667,15
17751,15.15,47.95,1
252257,4.095553,50.235689,11
112033,16.396689000000002,49.923484,7
574367,21.681667,42.812778,27
116322,14.279454,50.133513,7
20122,15.75,46.966667,1
435817,24.1666667,55.4166667,19
267434,5.520625,48.564503,11
6616,20.370277800000004,40.5644444,0
412224,11.316667,42.65,17
105456,16.25,49.671069,7
647309,32.892742999999996,47.939303,32
151673,12.316667,51.283333,12
152326,12.75,51.083333,12
309082,4.796843,44.979806,11
62998,24.7,42.5,5
477248,20.0,70.116667,23
233398,-1.575147,41.854002,30
538520,-8.476807,39.885224,25
611695,14.583332999999998,56.833333,31
